dataset,protocol,msg,qtype,w_query,x,application/cbor+dns t7 decode,application/cbor+dns t7 encode
iotfinder,dns,r,A,False,0.000162,,18
iotfinder,dns,r,A,False,0.000163,,15
iotfinder,dns,r,A,False,0.000164,,18
iotfinder,dns,r,A,False,0.000165,2,19
iotfinder,dns,r,A,False,0.000166,1,6
iotfinder,dns,r,A,False,0.000167,1,2
iotfinder,dns,r,A,False,0.000168,9,8
iotfinder,dns,r,A,False,0.000169,14,5
iotfinder,dns,r,A,False,0.00017,24,7
iotfinder,dns,r,A,False,0.000171,40,2
iotfinder,dns,r,A,False,0.000172,42,3
iotfinder,dns,r,A,False,0.000173,63,2
iotfinder,dns,r,A,False,0.000174,92,4
iotfinder,dns,r,A,False,0.000175,140,3
iotfinder,dns,r,A,False,0.000176,220,5
iotfinder,dns,r,A,False,0.000177,284,3
iotfinder,dns,r,A,False,0.000178,366,3
iotfinder,dns,r,A,False,0.000179,469,1
iotfinder,dns,r,A,False,0.00018,579,1
iotfinder,dns,r,A,False,0.000181,729,4
iotfinder,dns,r,A,False,0.000182,853,
iotfinder,dns,r,A,False,0.000183,1152,5
iotfinder,dns,r,A,False,0.000184,1487,3
iotfinder,dns,r,A,False,0.000185,2069,3
iotfinder,dns,r,A,False,0.000186,2781,
iotfinder,dns,r,A,False,0.000187,3531,3
iotfinder,dns,r,A,False,0.000188,4411,3
iotfinder,dns,r,A,False,0.000189,5286,
iotfinder,dns,r,A,False,0.00019,6247,2
iotfinder,dns,r,A,False,0.000191,6882,5
iotfinder,dns,r,A,False,0.000192,7853,3
iotfinder,dns,r,A,False,0.000193,8236,1
iotfinder,dns,r,A,False,0.000194,9156,
iotfinder,dns,r,A,False,0.000195,9880,1
iotfinder,dns,r,A,False,0.000196,10457,
iotfinder,dns,r,A,False,0.000197,11120,1
iotfinder,dns,r,A,False,0.000198,11535,
iotfinder,dns,r,A,False,0.000199,11631,
iotfinder,dns,r,A,False,0.0002,12163,2
iotfinder,dns,r,A,False,0.000201,12516,1
iotfinder,dns,r,A,False,0.000202,12536,
iotfinder,dns,r,A,False,0.000203,12159,1
iotfinder,dns,r,A,False,0.000204,12032,
iotfinder,dns,r,A,False,0.000205,11946,
iotfinder,dns,r,A,False,0.000206,11864,1
iotfinder,dns,r,A,False,0.000207,11317,
iotfinder,dns,r,A,False,0.000208,10532,1
iotfinder,dns,r,A,False,0.000209,9928,
iotfinder,dns,r,A,False,0.00021,9112,1
iotfinder,dns,r,A,False,0.000211,8016,1
iotfinder,dns,r,A,False,0.000212,7542,
iotfinder,dns,r,A,False,0.000213,6775,1
iotfinder,dns,r,A,False,0.000214,6032,1
iotfinder,dns,r,A,False,0.000215,5312,2
iotfinder,dns,r,A,False,0.000216,4489,
iotfinder,dns,r,A,False,0.000217,3935,
iotfinder,dns,r,A,False,0.000218,3297,
iotfinder,dns,r,A,False,0.000219,2757,
iotfinder,dns,r,A,False,0.00022,2200,
iotfinder,dns,r,A,False,0.000221,1778,
iotfinder,dns,r,A,False,0.000222,1459,1
iotfinder,dns,r,A,False,0.000223,1198,
iotfinder,dns,r,A,False,0.000224,995,
iotfinder,dns,r,A,False,0.000225,860,
iotfinder,dns,r,A,False,0.000226,705,
iotfinder,dns,r,A,False,0.000227,549,1
iotfinder,dns,r,A,False,0.000228,437,
iotfinder,dns,r,A,False,0.000229,316,
iotfinder,dns,r,A,False,0.00023,257,2
iotfinder,dns,r,A,False,0.000231,174,1
iotfinder,dns,r,A,False,0.000232,127,
iotfinder,dns,r,A,False,0.000233,106,1
iotfinder,dns,r,A,False,0.000234,68,1
iotfinder,dns,r,A,False,0.000235,48,
iotfinder,dns,r,A,False,0.000236,67,2
iotfinder,dns,r,A,False,0.000237,54,2
iotfinder,dns,r,A,False,0.000238,60,1
iotfinder,dns,r,A,False,0.000239,43,
iotfinder,dns,r,A,False,0.00024,53,
iotfinder,dns,r,A,False,0.000241,37,
iotfinder,dns,r,A,False,0.000242,44,
iotfinder,dns,r,A,False,0.000243,36,
iotfinder,dns,r,A,False,0.000244,33,
iotfinder,dns,r,A,False,0.000245,41,1
iotfinder,dns,r,A,False,0.000246,25,
iotfinder,dns,r,A,False,0.000247,27,
iotfinder,dns,r,A,False,0.000248,30,
iotfinder,dns,r,A,False,0.000249,26,1
iotfinder,dns,r,A,False,0.00025,19,1
iotfinder,dns,r,A,False,0.000251,13,
iotfinder,dns,r,A,False,0.000252,11,
iotfinder,dns,r,A,False,0.000253,9,
iotfinder,dns,r,A,False,0.000254,8,
iotfinder,dns,r,A,False,0.000255,14,
iotfinder,dns,r,A,False,0.000256,11,
iotfinder,dns,r,A,False,0.000257,13,
iotfinder,dns,r,A,False,0.000258,12,
iotfinder,dns,r,A,False,0.000259,8,
iotfinder,dns,r,A,False,0.00026,10,1
iotfinder,dns,r,A,False,0.000261,10,
iotfinder,dns,r,A,False,0.000262,7,1
iotfinder,dns,r,A,False,0.000263,7,1
iotfinder,dns,r,A,False,0.000264,3,
iotfinder,dns,r,A,False,0.000265,2,
iotfinder,dns,r,A,False,0.000266,3,
iotfinder,dns,r,A,False,0.000267,7,
iotfinder,dns,r,A,False,0.000268,3,
iotfinder,dns,r,A,False,0.000269,3,2
iotfinder,dns,r,A,False,0.00027,7,
iotfinder,dns,r,A,False,0.000271,4,
iotfinder,dns,r,A,False,0.000272,7,
iotfinder,dns,r,A,False,0.000273,5,
iotfinder,dns,r,A,False,0.000274,5,1
iotfinder,dns,r,A,False,0.000275,4,
iotfinder,dns,r,A,False,0.000276,2,
iotfinder,dns,r,A,False,0.000277,2,1
iotfinder,dns,r,A,False,0.000278,4,
iotfinder,dns,r,A,False,0.000279,2,3
iotfinder,dns,r,A,False,0.00028,3,1
iotfinder,dns,r,A,False,0.000281,5,
iotfinder,dns,r,A,False,0.000282,2,1
iotfinder,dns,r,A,False,0.000283,4,1
iotfinder,dns,r,A,False,0.000284,4,
iotfinder,dns,r,A,False,0.000285,2,1
iotfinder,dns,r,A,False,0.000286,8,2
iotfinder,dns,r,A,False,0.000287,4,2
iotfinder,dns,r,A,False,0.000288,14,
iotfinder,dns,r,A,False,0.000289,8,
iotfinder,dns,r,A,False,0.00029,22,
iotfinder,dns,r,A,False,0.000291,21,1
iotfinder,dns,r,A,False,0.000292,21,
iotfinder,dns,r,A,False,0.000293,25,
iotfinder,dns,r,A,False,0.000294,25,
iotfinder,dns,r,A,False,0.000295,15,
iotfinder,dns,r,A,False,0.000296,28,
iotfinder,dns,r,A,False,0.000297,36,
iotfinder,dns,r,A,False,0.000298,39,
iotfinder,dns,r,A,False,0.000299,35,1
iotfinder,dns,r,A,False,0.0003,23,
iotfinder,dns,r,A,False,0.000301,33,
iotfinder,dns,r,A,False,0.000302,29,
iotfinder,dns,r,A,False,0.000303,37,
iotfinder,dns,r,A,False,0.000304,41,
iotfinder,dns,r,A,False,0.000305,40,1
iotfinder,dns,r,A,False,0.000306,49,
iotfinder,dns,r,A,False,0.000307,46,
iotfinder,dns,r,A,False,0.000308,48,
iotfinder,dns,r,A,False,0.000309,40,
iotfinder,dns,r,A,False,0.00031,43,
iotfinder,dns,r,A,False,0.000311,43,
iotfinder,dns,r,A,False,0.000312,44,
iotfinder,dns,r,A,False,0.000313,35,
iotfinder,dns,r,A,False,0.000314,43,
iotfinder,dns,r,A,False,0.000315,41,
iotfinder,dns,r,A,False,0.000316,42,
iotfinder,dns,r,A,False,0.000317,47,
iotfinder,dns,r,A,False,0.000318,52,
iotfinder,dns,r,A,False,0.000319,49,
iotfinder,dns,r,A,False,0.00032,47,
iotfinder,dns,r,A,False,0.000321,53,
iotfinder,dns,r,A,False,0.000322,33,
iotfinder,dns,r,A,False,0.000323,36,
iotfinder,dns,r,A,False,0.000324,41,
iotfinder,dns,r,A,False,0.000325,36,
iotfinder,dns,r,A,False,0.000326,35,
iotfinder,dns,r,A,False,0.000327,31,
iotfinder,dns,r,A,False,0.000328,18,
iotfinder,dns,r,A,False,0.000329,12,
iotfinder,dns,r,A,False,0.00033,12,
iotfinder,dns,r,A,False,0.000331,12,
iotfinder,dns,r,A,False,0.000332,8,
iotfinder,dns,r,A,False,0.000333,14,
iotfinder,dns,r,A,False,0.000334,6,
iotfinder,dns,r,A,False,0.000335,12,
iotfinder,dns,r,A,False,0.000336,8,
iotfinder,dns,r,A,False,0.000337,9,
iotfinder,dns,r,A,False,0.000338,5,
iotfinder,dns,r,A,False,0.000339,6,
iotfinder,dns,r,A,False,0.00034,8,
iotfinder,dns,r,A,False,0.000341,8,
iotfinder,dns,r,A,False,0.000342,6,
iotfinder,dns,r,A,False,0.000343,4,
iotfinder,dns,r,A,False,0.000344,1,
iotfinder,dns,r,A,False,0.000345,1,
iotfinder,dns,r,A,False,0.000346,4,
iotfinder,dns,r,A,False,0.000347,1,
iotfinder,dns,r,A,False,0.000349,1,
iotfinder,dns,r,A,False,0.00035,1,
iotfinder,dns,r,A,False,0.000353,1,
iotfinder,dns,r,A,False,0.000356,1,
iotfinder,dns,r,A,False,0.000357,1,
iotfinder,dns,r,A,False,0.000358,2,
iotfinder,dns,r,A,False,0.000361,2,
iotfinder,dns,r,A,False,0.000366,1,
iotfinder,dns,r,A,False,0.000367,1,
iotfinder,dns,r,A,False,0.000368,1,
iotfinder,dns,r,A,False,0.000369,2,
iotfinder,dns,r,A,False,0.00037,1,
iotfinder,dns,r,A,False,0.000372,1,
iotfinder,dns,r,A,False,0.000374,1,
iotfinder,dns,r,A,False,0.000377,1,
iotfinder,dns,r,A,False,0.000381,1,
iotfinder,dns,r,A,False,0.000386,1,
iotfinder,dns,r,A,False,0.000399,1,
iotfinder,dns,r,A,False,0.000408,1,
iotfinder,dns,r,A,False,0.000419,1,
iotfinder,dns,r,A,False,0.000438,1,
iotfinder,dns,r,A,False,0.000446,1,
iotfinder,dns,r,A,False,0.000453,1,
iotfinder,dns,r,A,False,0.000492,1,
iotfinder,dns,r,A,False,0.000495,1,
iotfinder,dns,r,AAAA,False,6.7e-05,,5
iotfinder,dns,r,AAAA,False,6.8e-05,,43
iotfinder,dns,r,AAAA,False,6.9e-05,,131
iotfinder,dns,r,AAAA,False,7e-05,,244
iotfinder,dns,r,AAAA,False,7.1e-05,1,435
iotfinder,dns,r,AAAA,False,7.2e-05,36,696
iotfinder,dns,r,AAAA,False,7.3e-05,70,982
iotfinder,dns,r,AAAA,False,7.4e-05,275,1230
iotfinder,dns,r,AAAA,False,7.5e-05,752,1513
iotfinder,dns,r,AAAA,False,7.6e-05,1000,1669
iotfinder,dns,r,AAAA,False,7.7e-05,2040,1887
iotfinder,dns,r,AAAA,False,7.8e-05,6075,2248
iotfinder,dns,r,AAAA,False,7.9e-05,12367,2407
iotfinder,dns,r,AAAA,False,8e-05,18170,3430
iotfinder,dns,r,AAAA,False,8.1e-05,21257,7020
iotfinder,dns,r,AAAA,False,8.2e-05,23984,12708
iotfinder,dns,r,AAAA,False,8.3e-05,26899,17736
iotfinder,dns,r,AAAA,False,8.4e-05,25810,20735
iotfinder,dns,r,AAAA,False,8.5e-05,26873,23533
iotfinder,dns,r,AAAA,False,8.6e-05,26235,25862
iotfinder,dns,r,AAAA,False,8.7e-05,21014,26021
iotfinder,dns,r,AAAA,False,8.8e-05,13524,26256
iotfinder,dns,r,AAAA,False,8.9e-05,8729,26076
iotfinder,dns,r,AAAA,False,9e-05,6814,22001
iotfinder,dns,r,AAAA,False,9.1e-05,4721,15473
iotfinder,dns,r,AAAA,False,9.2e-05,2642,9464
iotfinder,dns,r,AAAA,False,9.3e-05,1259,6786
iotfinder,dns,r,AAAA,False,9.4e-05,448,5242
iotfinder,dns,r,AAAA,False,9.5e-05,191,3230
iotfinder,dns,r,AAAA,False,9.6e-05,125,1682
iotfinder,dns,r,AAAA,False,9.7e-05,88,643
iotfinder,dns,r,AAAA,False,9.8e-05,49,277
iotfinder,dns,r,AAAA,False,9.9e-05,29,134
iotfinder,dns,r,AAAA,False,0.0001,20,81
iotfinder,dns,r,AAAA,False,0.000101,17,66
iotfinder,dns,r,AAAA,False,0.000102,17,31
iotfinder,dns,r,AAAA,False,0.000103,14,26
iotfinder,dns,r,AAAA,False,0.000104,7,35
iotfinder,dns,r,AAAA,False,0.000105,5,23
iotfinder,dns,r,AAAA,False,0.000106,14,21
iotfinder,dns,r,AAAA,False,0.000107,18,23
iotfinder,dns,r,AAAA,False,0.000108,8,44
iotfinder,dns,r,AAAA,False,0.000109,11,42
iotfinder,dns,r,AAAA,False,0.00011,8,77
iotfinder,dns,r,AAAA,False,0.000111,7,126
iotfinder,dns,r,AAAA,False,0.000112,9,121
iotfinder,dns,r,AAAA,False,0.000113,2,137
iotfinder,dns,r,AAAA,False,0.000114,8,159
iotfinder,dns,r,AAAA,False,0.000115,5,199
iotfinder,dns,r,AAAA,False,0.000116,9,212
iotfinder,dns,r,AAAA,False,0.000117,15,218
iotfinder,dns,r,AAAA,False,0.000118,36,207
iotfinder,dns,r,AAAA,False,0.000119,48,208
iotfinder,dns,r,AAAA,False,0.00012,79,245
iotfinder,dns,r,AAAA,False,0.000121,144,245
iotfinder,dns,r,AAAA,False,0.000122,213,304
iotfinder,dns,r,AAAA,False,0.000123,312,333
iotfinder,dns,r,AAAA,False,0.000124,374,371
iotfinder,dns,r,AAAA,False,0.000125,457,425
iotfinder,dns,r,AAAA,False,0.000126,485,508
iotfinder,dns,r,AAAA,False,0.000127,546,550
iotfinder,dns,r,AAAA,False,0.000128,622,596
iotfinder,dns,r,AAAA,False,0.000129,619,578
iotfinder,dns,r,AAAA,False,0.00013,629,626
iotfinder,dns,r,AAAA,False,0.000131,643,628
iotfinder,dns,r,AAAA,False,0.000132,712,625
iotfinder,dns,r,AAAA,False,0.000133,804,608
iotfinder,dns,r,AAAA,False,0.000134,768,534
iotfinder,dns,r,AAAA,False,0.000135,801,526
iotfinder,dns,r,AAAA,False,0.000136,810,403
iotfinder,dns,r,AAAA,False,0.000137,885,287
iotfinder,dns,r,AAAA,False,0.000138,842,232
iotfinder,dns,r,AAAA,False,0.000139,809,174
iotfinder,dns,r,AAAA,False,0.00014,761,135
iotfinder,dns,r,AAAA,False,0.000141,733,86
iotfinder,dns,r,AAAA,False,0.000142,593,85
iotfinder,dns,r,AAAA,False,0.000143,460,39
iotfinder,dns,r,AAAA,False,0.000144,427,22
iotfinder,dns,r,AAAA,False,0.000145,360,28
iotfinder,dns,r,AAAA,False,0.000146,365,8
iotfinder,dns,r,AAAA,False,0.000147,309,3
iotfinder,dns,r,AAAA,False,0.000148,257,2
iotfinder,dns,r,AAAA,False,0.000149,154,5
iotfinder,dns,r,AAAA,False,0.00015,112,6
iotfinder,dns,r,AAAA,False,0.000151,80,1
iotfinder,dns,r,AAAA,False,0.000152,73,1
iotfinder,dns,r,AAAA,False,0.000153,53,6
iotfinder,dns,r,AAAA,False,0.000154,36,2
iotfinder,dns,r,AAAA,False,0.000155,33,
iotfinder,dns,r,AAAA,False,0.000156,22,1
iotfinder,dns,r,AAAA,False,0.000157,15,1
iotfinder,dns,r,AAAA,False,0.000158,10,1
iotfinder,dns,r,AAAA,False,0.000159,8,1
iotfinder,dns,r,AAAA,False,0.00016,6,4
iotfinder,dns,r,AAAA,False,0.000161,4,2
iotfinder,dns,r,AAAA,False,0.000162,5,1
iotfinder,dns,r,AAAA,False,0.000163,2,2
iotfinder,dns,r,AAAA,False,0.000164,3,
iotfinder,dns,r,AAAA,False,0.000165,1,2
iotfinder,dns,r,AAAA,False,0.000166,2,
iotfinder,dns,r,AAAA,False,0.000167,1,1
iotfinder,dns,r,AAAA,False,0.000168,1,
iotfinder,dns,r,AAAA,False,0.000169,,1
iotfinder,dns,r,AAAA,False,0.00017,3,1
iotfinder,dns,r,AAAA,False,0.000171,,1
iotfinder,dns,r,AAAA,False,0.000172,,1
iotfinder,dns,r,AAAA,False,0.000173,1,
iotfinder,dns,r,AAAA,False,0.000174,,1
iotfinder,dns,r,AAAA,False,0.000176,2,
iotfinder,dns,r,AAAA,False,0.000177,,2
iotfinder,dns,r,AAAA,False,0.000178,,1
iotfinder,dns,r,AAAA,False,0.00018,1,
iotfinder,dns,r,AAAA,False,0.000181,3,
iotfinder,dns,r,AAAA,False,0.000182,1,
iotfinder,dns,r,AAAA,False,0.000184,,1
iotfinder,dns,r,AAAA,False,0.000185,2,
iotfinder,dns,r,AAAA,False,0.000186,,1
iotfinder,dns,r,AAAA,False,0.000188,2,2
iotfinder,dns,r,AAAA,False,0.000189,4,1
iotfinder,dns,r,AAAA,False,0.00019,3,
iotfinder,dns,r,AAAA,False,0.000191,11,
iotfinder,dns,r,AAAA,False,0.000192,3,
iotfinder,dns,r,AAAA,False,0.000193,15,
iotfinder,dns,r,AAAA,False,0.000194,6,1
iotfinder,dns,r,AAAA,False,0.000195,8,2
iotfinder,dns,r,AAAA,False,0.000196,20,
iotfinder,dns,r,AAAA,False,0.000197,30,1
iotfinder,dns,r,AAAA,False,0.000198,40,
iotfinder,dns,r,AAAA,False,0.000199,57,1
iotfinder,dns,r,AAAA,False,0.0002,91,
iotfinder,dns,r,AAAA,False,0.000201,107,
iotfinder,dns,r,AAAA,False,0.000202,155,
iotfinder,dns,r,AAAA,False,0.000203,171,1
iotfinder,dns,r,AAAA,False,0.000204,194,
iotfinder,dns,r,AAAA,False,0.000205,234,
iotfinder,dns,r,AAAA,False,0.000206,288,
iotfinder,dns,r,AAAA,False,0.000207,265,1
iotfinder,dns,r,AAAA,False,0.000208,331,
iotfinder,dns,r,AAAA,False,0.000209,344,
iotfinder,dns,r,AAAA,False,0.00021,348,
iotfinder,dns,r,AAAA,False,0.000211,337,
iotfinder,dns,r,AAAA,False,0.000212,353,
iotfinder,dns,r,AAAA,False,0.000213,358,
iotfinder,dns,r,AAAA,False,0.000214,356,
iotfinder,dns,r,AAAA,False,0.000215,351,
iotfinder,dns,r,AAAA,False,0.000216,401,
iotfinder,dns,r,AAAA,False,0.000217,366,
iotfinder,dns,r,AAAA,False,0.000218,398,
iotfinder,dns,r,AAAA,False,0.000219,365,
iotfinder,dns,r,AAAA,False,0.00022,344,
iotfinder,dns,r,AAAA,False,0.000221,304,
iotfinder,dns,r,AAAA,False,0.000222,262,
iotfinder,dns,r,AAAA,False,0.000223,241,
iotfinder,dns,r,AAAA,False,0.000224,186,
iotfinder,dns,r,AAAA,False,0.000225,185,
iotfinder,dns,r,AAAA,False,0.000226,166,1
iotfinder,dns,r,AAAA,False,0.000227,131,
iotfinder,dns,r,AAAA,False,0.000228,112,
iotfinder,dns,r,AAAA,False,0.000229,94,
iotfinder,dns,r,AAAA,False,0.00023,83,
iotfinder,dns,r,AAAA,False,0.000231,69,
iotfinder,dns,r,AAAA,False,0.000232,58,
iotfinder,dns,r,AAAA,False,0.000233,51,1
iotfinder,dns,r,AAAA,False,0.000234,61,
iotfinder,dns,r,AAAA,False,0.000235,41,
iotfinder,dns,r,AAAA,False,0.000236,36,
iotfinder,dns,r,AAAA,False,0.000237,41,
iotfinder,dns,r,AAAA,False,0.000238,48,
iotfinder,dns,r,AAAA,False,0.000239,34,
iotfinder,dns,r,AAAA,False,0.00024,49,
iotfinder,dns,r,AAAA,False,0.000241,50,
iotfinder,dns,r,AAAA,False,0.000242,63,
iotfinder,dns,r,AAAA,False,0.000243,61,
iotfinder,dns,r,AAAA,False,0.000244,56,
iotfinder,dns,r,AAAA,False,0.000245,56,
iotfinder,dns,r,AAAA,False,0.000246,68,
iotfinder,dns,r,AAAA,False,0.000247,65,
iotfinder,dns,r,AAAA,False,0.000248,69,
iotfinder,dns,r,AAAA,False,0.000249,76,2
iotfinder,dns,r,AAAA,False,0.00025,86,1
iotfinder,dns,r,AAAA,False,0.000251,63,2
iotfinder,dns,r,AAAA,False,0.000252,75,
iotfinder,dns,r,AAAA,False,0.000253,68,
iotfinder,dns,r,AAAA,False,0.000254,86,1
iotfinder,dns,r,AAAA,False,0.000255,75,
iotfinder,dns,r,AAAA,False,0.000256,88,
iotfinder,dns,r,AAAA,False,0.000257,79,
iotfinder,dns,r,AAAA,False,0.000258,81,
iotfinder,dns,r,AAAA,False,0.000259,64,
iotfinder,dns,r,AAAA,False,0.00026,81,
iotfinder,dns,r,AAAA,False,0.000261,65,
iotfinder,dns,r,AAAA,False,0.000262,57,
iotfinder,dns,r,AAAA,False,0.000263,61,
iotfinder,dns,r,AAAA,False,0.000264,56,
iotfinder,dns,r,AAAA,False,0.000265,48,
iotfinder,dns,r,AAAA,False,0.000266,44,
iotfinder,dns,r,AAAA,False,0.000267,39,
iotfinder,dns,r,AAAA,False,0.000268,48,
iotfinder,dns,r,AAAA,False,0.000269,45,
iotfinder,dns,r,AAAA,False,0.00027,35,
iotfinder,dns,r,AAAA,False,0.000271,35,
iotfinder,dns,r,AAAA,False,0.000272,36,
iotfinder,dns,r,AAAA,False,0.000273,15,
iotfinder,dns,r,AAAA,False,0.000274,31,
iotfinder,dns,r,AAAA,False,0.000275,28,
iotfinder,dns,r,AAAA,False,0.000276,33,
iotfinder,dns,r,AAAA,False,0.000277,30,
iotfinder,dns,r,AAAA,False,0.000278,22,
iotfinder,dns,r,AAAA,False,0.000279,21,
iotfinder,dns,r,AAAA,False,0.00028,26,
iotfinder,dns,r,AAAA,False,0.000281,15,
iotfinder,dns,r,AAAA,False,0.000282,13,
iotfinder,dns,r,AAAA,False,0.000283,8,
iotfinder,dns,r,AAAA,False,0.000284,16,
iotfinder,dns,r,AAAA,False,0.000285,8,
iotfinder,dns,r,AAAA,False,0.000286,6,
iotfinder,dns,r,AAAA,False,0.000287,9,
iotfinder,dns,r,AAAA,False,0.000288,7,
iotfinder,dns,r,AAAA,False,0.000289,10,
iotfinder,dns,r,AAAA,False,0.00029,9,
iotfinder,dns,r,AAAA,False,0.000291,6,
iotfinder,dns,r,AAAA,False,0.000292,1,
iotfinder,dns,r,AAAA,False,0.000293,1,
iotfinder,dns,r,AAAA,False,0.000294,3,1
iotfinder,dns,r,AAAA,False,0.000295,1,
iotfinder,dns,r,AAAA,False,0.000296,1,
iotfinder,dns,r,AAAA,False,0.000297,1,
iotfinder,dns,r,AAAA,False,0.0003,4,
iotfinder,dns,r,AAAA,False,0.000306,1,
iotfinder,dns,r,AAAA,False,0.000309,1,
iotfinder,dns,r,AAAA,False,0.000316,1,
iotfinder,dns,r,AAAA,False,0.000317,1,
iotfinder,dns,r,AAAA,False,0.000324,1,
iotfinder,dns,r,AAAA,False,0.000327,1,
iotfinder,dns,r,AAAA,False,0.000342,1,
